sample1	sample2	N_informative_sites	discordance	log_p	N_fit_iteration	N_generation	N_state_transition	seq_shared_best_traj	fract_sites_IBD
sid9	sid306	113	0.8850	-2.36718e+02	5	0.009	0	0.00000	0.00000
sid9	sid307	124	0.9194	-2.53552e+02	5	0.003	0	0.00000	0.00000
sid9	sid308	94	0.5319	-2.31933e+02	5	2.614	6	0.62317	0.50218
sid9	sid309	83	0.3133	-2.13360e+02	5	6.227	13	0.84384	0.71570
sid9	sid310	125	0.9680	-2.58263e+02	5	0.002	0	0.00000	0.00000
sid9	sid311	86	0.3023	-2.09575e+02	5	4.250	13	0.83824	0.75206
sid9	sid312	118	0.8983	-2.50957e+02	5	0.005	0	0.00000	0.00000
sid9	sid313	94	0.5213	-2.30730e+02	5	2.763	8	0.69734	0.51881
sid9	sid314	123	0.9268	-2.55455e+02	5	0.011	0	0.00000	0.00000
sid9	sid315	121	0.9174	-2.51811e+02	5	0.013	0	0.00000	0.00000
sid9	sid316	82	0.3659	-2.01107e+02	5	1.707	6	0.78604	0.63745
sid9	sid317	114	0.7807	-2.58845e+02	5	0.472	0	0.00000	0.00003
sid9	sid318	83	0.7470	-2.20388e+02	5	4.055	2	0.02559	0.15525
sid9	sid319	85	0.3294	-2.11524e+02	5	4.533	13	0.78176	0.71002
sid9	sid320	110	0.8091	-2.46177e+02	5	0.131	0	0.00000	0.00001
sid9	sid321	80	0.2750	-2.05325e+02	5	5.928	16	0.87282	0.77465
sid9	sid322	107	0.6168	-2.64588e+02	5	4.540	12	0.27724	0.36949
sid9	sid323	114	0.7719	-2.59354e+02	5	1.632	0	0.00000	0.00055
sid9	sid324	94	0.5319	-2.32756e+02	5	2.956	8	0.63496	0.50223
sid9	sid325	82	0.3659	-2.01107e+02	5	1.707	6	0.78604	0.63745
sid10	sid11	128	0.9688	-2.64011e+02	5	0.002	0	0.00000	0.00000
sid10	sid12	128	0.9688	-2.64011e+02	5	0.002	0	0.00000	0.00000
sid10	sid13	121	0.9008	-2.60838e+02	5	0.018	0	0.00000	0.00000
sid10	sid14	128	0.9375	-2.72065e+02	5	0.002	0	0.00000	0.00000
sid10	sid15	127	0.9370	-2.69240e+02	5	0.002	0	0.00000	0.00000
sid10	sid16	126	0.9365	-2.67238e+02	5	0.004	0	0.00000	0.00000
sid10	sid17	95	0.9263	-2.32166e+02	5	1.114	0	0.00000	0.00155
sid10	sid18	105	0.8095	-2.71958e+02	5	0.644	0	0.00000	0.01225
sid10	sid19	116	0.8879	-2.59225e+02	5	0.012	0	0.00000	0.00001
sid10	sid20	87	0.8391	-2.29166e+02	5	3.204	0	0.00000	0.01378
sid10	sid21	95	0.9263	-2.32565e+02	5	1.102	0	0.00000	0.00150
sid10	sid22	94	0.9255	-2.30072e+02	5	1.140	0	0.00000	0.00161
sid10	sid23	97	0.7938	-2.46356e+02	5	1.226	0	0.00000	0.00014
sid10	sid24	84	0.8333	-2.15426e+02	5	3.148	0	0.00000	0.03271
sid10	sid25	128	0.9375	-2.73363e+02	5	0.040	0	0.00000	0.00000
sid10	sid26	84	0.8452	-2.21029e+02	5	2.713	0	0.00000	0.00827
sid10	sid27	126	0.9683	-2.58809e+02	5	0.002	0	0.00000	0.00000
sid10	sid28	90	0.8778	-2.36522e+02	5	0.457	0	0.00000	0.00002
sid10	sid29	93	0.8817	-2.44150e+02	5	0.639	0	0.00000	0.00004
sid10	sid30	101	0.7921	-2.65226e+02	5	2.830	0	0.00000	0.00648
sid10	sid31	118	0.9153	-2.56526e+02	5	0.004	0	0.00000	0.00000
sid10	sid32	105	0.8476	-2.64966e+02	5	0.794	0	0.00000	0.00002
sid10	sid33	86	0.8488	-2.25583e+02	5	2.819	0	0.00000	0.00997
sid10	sid34	85	0.8471	-2.25308e+02	5	2.835	0	0.00000	0.00985
sid10	sid35	106	0.7830	-2.72575e+02	5	0.960	0	0.00000	0.01444
sid10	sid36	95	0.8105	-2.45620e+02	5	0.841	0	0.00000	0.00003
sid10	sid37	123	0.9431	-2.61810e+02	5	0.004	0	0.00000	0.00000
sid10	sid38	126	0.9683	-2.60388e+02	5	0.002	0	0.00000	0.00000
sid10	sid39	126	0.9683	-2.58624e+02	5	0.002	0	0.00000	0.00000
sid10	sid40	108	0.8611	-2.64407e+02	5	0.141	0	0.00000	0.01010
sid10	sid41	100	0.7900	-2.56844e+02	5	1.206	0	0.00000	0.00009
