sample1	sample2	N_informative_sites	discordance	log_p	N_fit_iteration	N_generation	N_state_transition	seq_shared_best_traj	fract_sites_IBD
sid1	sid2	94	0.9362	-1.62847e+02	4	0.113	0	0.00000	0.00000
sid1	sid3	84	0.8333	-1.70179e+02	5	0.904	0	0.17253	0.17722
sid1	sid4	85	0.8353	-1.80946e+02	5	4.120	0	0.00000	0.01208
sid1	sid5	113	0.9735	-1.63864e+02	4	0.072	0	0.00000	0.00000
sid1	sid6	94	0.8617	-1.68492e+02	5	0.159	0	0.00000	0.00000
sid1	sid7	107	0.9159	-1.67766e+02	4	0.108	0	0.00000	0.00000
sid1	sid8	42	0.0000	-1.02414e+02	3	0.033	0	1.00000	1.00000
sid1	sid9	103	0.9126	-1.64228e+02	4	0.129	0	0.00000	0.00000
sid1	sid10	88	0.8409	-1.80503e+02	5	3.811	0	0.00000	0.00841
sid1	sid11	104	0.9135	-1.66514e+02	4	0.122	0	0.00000	0.00000
sid1	sid12	104	0.9135	-1.66514e+02	4	0.122	0	0.00000	0.00000
sid1	sid13	104	0.8942	-1.70376e+02	4	0.326	0	0.00000	0.00000
sid1	sid14	108	0.9167	-1.72488e+02	4	0.078	0	0.00000	0.00000
sid1	sid15	107	0.9159	-1.70356e+02	4	0.082	0	0.00000	0.00000
sid1	sid16	107	0.9159	-1.71924e+02	4	0.153	0	0.00000	0.00000
sid1	sid17	63	0.6667	-1.61578e+02	4	1.252	1	0.41346	0.45502
sid1	sid18	97	0.8969	-1.80708e+02	4	0.437	0	0.00000	0.00000
sid1	sid19	97	0.8660	-1.70045e+02	4	0.189	0	0.00000	0.00000
sid1	sid20	41	0.0000	-1.02195e+02	3	0.034	0	1.00000	1.00000
sid1	sid21	63	0.6667	-1.55081e+02	3	0.873	1	0.41346	0.47500
sid1	sid22	63	0.6667	-1.56151e+02	3	0.861	1	0.41346	0.47454
sid1	sid23	91	0.8901	-1.65284e+02	5	1.099	0	0.00000	0.00074
sid1	sid24	42	0.0714	-1.27245e+02	5	9.496	1	1.00000	0.96983
sid1	sid25	107	0.8972	-1.80128e+02	4	0.250	0	0.00000	0.00000
sid1	sid26	40	0.0000	-1.03516e+02	4	0.011	0	1.00000	1.00000
sid1	sid27	103	0.9126	-1.64882e+02	4	0.129	0	0.00000	0.00000
sid1	sid28	63	0.6508	-1.78552e+02	5	2.670	5	0.39202	0.40593
sid1	sid29	65	0.6615	-1.79314e+02	5	2.455	4	0.44149	0.39526
sid1	sid30	87	0.7931	-1.91422e+02	5	2.418	0	0.00000	0.00023
sid1	sid31	103	0.9223	-1.67371e+02	4	0.038	0	0.00000	0.00000
sid1	sid32	75	0.6133	-2.01415e+02	5	4.483	11	0.46158	0.49057
sid1	sid33	41	0.0000	-1.02191e+02	3	0.034	0	1.00000	1.00000
sid1	sid34	40	0.0000	-1.00757e+02	3	0.035	0	1.00000	1.00000
sid1	sid35	101	0.9010	-1.79946e+02	4	0.295	0	0.00000	0.00000
sid1	sid36	86	0.8721	-1.69708e+02	5	1.724	0	0.00000	0.00271
sid1	sid37	104	0.9135	-1.71961e+02	4	0.154	0	0.00000	0.00000
sid1	sid38	103	0.9126	-1.67154e+02	4	0.197	0	0.00000	0.00000
sid1	sid39	103	0.9126	-1.66083e+02	4	0.128	0	0.00000	0.00000
sid1	sid40	87	0.7816	-1.90724e+02	5	5.561	0	0.00000	0.02783
sid1	sid41	91	0.8681	-1.71588e+02	5	1.634	0	0.00000	0.00203
sid1	sid42	87	0.7816	-1.91281e+02	5	5.562	0	0.00000	0.02758
sid1	sid43	86	0.8488	-1.73048e+02	4	0.927	0	0.00000	0.00003
sid1	sid44	108	0.9167	-1.72526e+02	4	0.082	0	0.00000	0.00000
sid1	sid45	42	0.0238	-1.08802e+02	5	0.059	0	1.00000	1.00000
sid1	sid46	110	0.9727	-1.64621e+02	4	0.082	0	0.00000	0.00000
sid1	sid47	105	0.9238	-1.69255e+02	4	0.044	0	0.00000	0.00000
sid1	sid48	84	0.8095	-1.75930e+02	5	1.293	1	0.03389	0.07247
sid1	sid49	92	0.8152	-1.81034e+02	5	1.870	0	0.00000	0.04974
sid1	sid50	83	0.9157	-1.56042e+02	5	2.314	0	0.00000	0.03494
sid1	sid51	83	0.9157	-1.57067e+02	5	2.299	0	0.00000	0.03435
sid1	sid52	99	0.8485	-1.79594e+02	4	0.044	0	0.00000	0.00000
sid1	sid53	103	0.8155	-1.85443e+02	4	0.048	0	0.00000	0.00000
sid1	sid54	78	0.7051	-2.02305e+02	5	4.566	6	0.22924	0.30211
sid1	sid55	82	0.9146	-1.56498e+02	5	2.323	0	0.00000	0.03474
sid1	sid56	105	0.8286	-1.85372e+02	4	0.045	0	0.00000	0.00000
sid1	sid57	82	0.9146	-1.64580e+02	5	0.624	0	0.00000	0.00002
sid1	sid58	58	0.5000	-1.57566e+02	5	3.193	9	0.66203	0.64438
sid1	sid59	83	0.9157	-1.57067e+02	5	2.299	0	0.00000	0.03435
sid1	sid60	81	0.9136	-1.56966e+02	5	2.300	0	0.00000	0.03436
sid1	sid61	81	0.9136	-1.70403e+02	4	0.272	0	0.00000	0.00000
sid1	sid62	83	0.9157	-1.57067e+02	5	2.299	0	0.00000	0.03435
sid1	sid63	67	0.6269	-1.70663e+02	5	2.194	5	0.55245	0.45444
sid1	sid64	82	0.9146	-1.56966e+02	5	2.299	0	0.00000	0.03435
sid1	sid65	83	0.9157	-1.56042e+02	5	2.314	0	0.00000	0.03494
sid1	sid66	62	0.6935	-1.54372e+02	5	0.771	0	0.35462	0.38104
sid1	sid67	83	0.9157	-1.56042e+02	5	2.314	0	0.00000	0.03494
sid1	sid68	76	0.7895	-1.78876e+02	5	2.111	2	0.11835	0.16040
sid1	sid69	79	0.7975	-1.71934e+02	5	3.636	4	0.11267	0.20949
sid1	sid70	58	0.6552	-1.75070e+02	5	5.825	14	0.54721	0.49636
sid1	sid71	59	0.5424	-1.59664e+02	5	2.295	5	0.52371	0.52904
sid1	sid72	83	0.9157	-1.56042e+02	5	2.314	0	0.00000	0.03494
sid1	sid73	61	0.6885	-1.54400e+02	5	0.764	0	0.35462	0.37980
sid1	sid74	64	0.6875	-1.57475e+02	3	1.244	3	0.53850	0.42793
sid1	sid75	91	0.8681	-1.77930e+02	5	2.120	0	0.00000	0.00553
sid1	sid76	41	0.0000	-1.02018e+02	3	0.034	0	1.00000	1.00000
sid1	sid77	87	0.8621	-1.80276e+02	5	3.030	0	0.00000	0.00193
sid1	sid78	91	0.8571	-1.71310e+02	5	1.659	0	0.00000	0.00284
sid1	sid79	87	0.8621	-1.71698e+02	4	0.041	0	0.00000	0.00000
sid1	sid80	89	0.9326	-1.65087e+02	4	0.171	0	0.00000	0.00000
sid1	sid81	42	0.0000	-1.01419e+02	3	0.032	0	1.00000	1.00000
sid1	sid82	42	0.0000	-1.01419e+02	3	0.032	0	1.00000	1.00000
sid1	sid83	91	0.8681	-1.68678e+02	5	1.711	0	0.00000	0.00337
sid1	sid84	42	0.0000	-1.01419e+02	3	0.032	0	1.00000	1.00000
sid1	sid85	81	0.9012	-1.65068e+02	5	1.849	0	0.00000	0.00685
sid1	sid86	101	0.9208	-1.63279e+02	4	0.135	0	0.00000	0.00000
sid1	sid87	98	0.8776	-1.81445e+02	4	0.507	0	0.00000	0.00002
sid1	sid88	88	0.8409	-1.80503e+02	5	3.811	0	0.00000	0.00841
sid1	sid89	103	0.9126	-1.65036e+02	4	0.129	0	0.00000	0.00000
sid1	sid90	110	0.9727	-1.63151e+02	4	0.078	0	0.00000	0.00000
sid1	sid91	107	0.9720	-1.60951e+02	4	0.082	0	0.00000	0.00000
sid1	sid92	112	0.9732	-1.64243e+02	4	0.074	0	0.00000	0.00000
sid1	sid93	93	0.8602	-1.76267e+02	5	3.293	0	0.00000	0.02114
sid1	sid94	98	0.8980	-1.67903e+02	4	0.134	0	0.00000	0.00000
sid1	sid95	122	0.8279	-2.19112e+02	5	1.376	0	0.00000	0.00009
sid1	sid96	112	0.9732	-1.63763e+02	4	0.074	0	0.00000	0.00000
sid1	sid97	85	0.8471	-1.77920e+02	5	1.868	0	0.00000	0.00400
sid1	sid98	84	0.8333	-1.70752e+02	5	1.500	0	0.00000	0.00014
sid1	sid99	102	0.9118	-1.79199e+02	4	0.019	0	0.00000	0.00000
sid1	sid100	84	0.7738	-1.73723e+02	5	3.759	0	0.00000	0.05926
sid1	sid101	78	0.7692	-1.85643e+02	5	3.113	1	0.14607	0.21242
sid1	sid102	107	0.9720	-1.61401e+02	4	0.106	0	0.00000	0.00000
sid1	sid103	104	0.8942	-1.69631e+02	4	0.223	0	0.00000	0.00000
sid1	sid104	73	0.6164	-2.05825e+02	5	6.232	9	0.39800	0.42837
sid1	sid105	91	0.8132	-1.80433e+02	5	1.871	0	0.00000	0.05068
sid1	sid106	66	0.6667	-1.79355e+02	5	2.444	4	0.44149	0.39509
sid1	sid107	65	0.6615	-1.80644e+02	5	2.454	4	0.44149	0.39523
sid1	sid108	65	0.6615	-1.79314e+02	5	2.455	4	0.44149	0.39526
sid1	sid109	41	0.0000	-1.02305e+02	3	0.034	0	1.00000	1.00000
sid1	sid110	87	0.7816	-1.86674e+02	5	1.721	0	0.00000	0.02027
sid1	sid111	104	0.8269	-1.97649e+02	4	0.010	0	0.00000	0.00000
sid1	sid112	87	0.8046	-1.79219e+02	5	1.498	2	0.06407	0.08401
sid1	sid113	98	0.8673	-1.74378e+02	4	0.301	0	0.00000	0.00000
sid1	sid114	97	0.9278	-1.79697e+02	4	0.184	0	0.00000	0.00000
sid1	sid115	63	0.6667	-1.54868e+02	3	0.838	1	0.41346	0.47433
sid1	sid116	85	0.8941	-1.68370e+02	5	1.443	0	0.00000	0.00242
sid1	sid117	89	0.8427	-1.69489e+02	5	1.535	0	0.00000	0.00021
sid1	sid118	108	0.9167	-1.73573e+02	4	0.082	0	0.00000	0.00000
sid1	sid119	91	0.8681	-1.72634e+02	5	1.631	0	0.00000	0.00202
sid1	sid120	91	0.8681	-1.72708e+02	5	1.631	0	0.00000	0.00202
sid1	sid121	104	0.9135	-1.68223e+02	4	0.160	0	0.00000	0.00000
sid1	sid122	91	0.8681	-1.72067e+02	5	1.631	0	0.00000	0.00202
sid1	sid123	95	0.8316	-1.90104e+02	5	2.294	0	0.00000	0.00149
sid1	sid124	86	0.8023	-1.78381e+02	5	1.527	2	0.06407	0.08457
sid1	sid125	63	0.6667	-1.54842e+02	3	0.861	1	0.41346	0.47458
sid1	sid126	112	0.9732	-1.64243e+02	4	0.074	0	0.00000	0.00000
sid1	sid127	99	0.8081	-1.88641e+02	5	5.154	0	0.00000	0.02291
sid1	sid128	92	0.8152	-1.81034e+02	5	1.870	0	0.00000	0.04974
sid1	sid129	96	0.8646	-1.70136e+02	4	0.312	0	0.00000	0.00000
sid1	sid130	107	0.9720	-1.63093e+02	4	0.075	0	0.00000	0.00000
sid1	sid131	95	0.8105	-1.87168e+02	5	5.149	0	0.00000	0.02287
sid1	sid132	95	0.9053	-1.76420e+02	4	0.423	0	0.00000	0.00000
sid1	sid133	89	0.8539	-1.81972e+02	5	2.258	0	0.00000	0.00034
sid1	sid134	95	0.8526	-1.79659e+02	5	1.198	0	0.00000	0.00006
sid1	sid135	80	0.9125	-1.55508e+02	5	2.274	0	0.00000	0.02867
sid1	sid136	101	0.8614	-1.81873e+02	5	1.087	0	0.00000	0.00005
sid1	sid137	81	0.9136	-1.56376e+02	5	2.193	0	0.00000	0.02336
sid1	sid138	41	0.0000	-1.04409e+02	3	0.035	0	1.00000	1.00000
sid1	sid139	77	0.8571	-1.77742e+02	5	2.924	0	0.00000	0.12017
sid1	sid140	55	0.5273	-1.55641e+02	5	2.023	2	0.55768	0.61397
sid1	sid141	99	0.8586	-1.83734e+02	4	0.030	0	0.00000	0.00000
sid1	sid142	104	0.8365	-1.85512e+02	4	0.041	0	0.00000	0.00000
sid1	sid143	73	0.9041	-1.61650e+02	5	1.373	0	0.00000	0.00183
sid1	sid144	80	0.9125	-1.60672e+02	5	0.710	0	0.00000	0.00003
sid1	sid145	83	0.9157	-1.57067e+02	5	2.299	0	0.00000	0.03435
sid1	sid146	82	0.7439	-1.82898e+02	5	3.103	4	0.16751	0.16684
sid1	sid147	102	0.8333	-1.83878e+02	4	0.531	0	0.00000	0.00001
sid1	sid148	40	0.0000	-1.00871e+02	3	0.034	0	1.00000	1.00000
sid1	sid149	79	0.9114	-1.60101e+02	5	0.713	0	0.00000	0.00003
sid1	sid150	83	0.8434	-1.71877e+02	5	2.650	0	0.00000	0.00149
sid1	sid151	81	0.9012	-1.63438e+02	5	0.639	0	0.00000	0.00002
sid1	sid152	83	0.9157	-1.57067e+02	5	2.299	0	0.00000	0.03435
sid1	sid153	94	0.8298	-1.88112e+02	5	2.397	0	0.00000	0.05420
sid1	sid154	72	0.7500	-1.68120e+02	5	2.865	3	0.15826	0.27320
sid1	sid155	92	0.7935	-1.96537e+02	5	4.497	2	0.02859	0.08280
sid1	sid156	83	0.9157	-1.56042e+02	5	2.314	0	0.00000	0.03494
sid1	sid157	81	0.9136	-1.62056e+02	5	0.694	0	0.00000	0.00003
sid1	sid158	76	0.7895	-1.78876e+02	5	2.111	2	0.11835	0.16040
sid1	sid159	61	0.6557	-1.72043e+02	5	3.433	4	0.45382	0.39348
sid1	sid160	81	0.9136	-1.62056e+02	5	0.694	0	0.00000	0.00003
sid1	sid161	41	0.0000	-1.00406e+02	3	0.034	0	1.00000	1.00000
sid1	sid162	85	0.8824	-1.68083e+02	5	1.985	0	0.00000	0.01501
sid1	sid163	41	0.0000	-1.00634e+02	3	0.034	0	1.00000	1.00000
sid1	sid164	42	0.0000	-1.01419e+02	3	0.032	0	1.00000	1.00000
sid1	sid165	83	0.9157	-1.56042e+02	5	2.314	0	0.00000	0.03494
sid1	sid166	64	0.6250	-1.70534e+02	5	4.993	14	0.52927	0.52574
sid1	sid167	83	0.9157	-1.56042e+02	5	2.314	0	0.00000	0.03494
sid1	sid168	64	0.6250	-1.70534e+02	5	4.993	14	0.52927	0.52574
sid1	sid169	83	0.9157	-1.56042e+02	5	2.314	0	0.00000	0.03494
sid1	sid170	64	0.6719	-1.58471e+02	3	1.267	0	0.26500	0.36729
sid1	sid171	83	0.9157	-1.56042e+02	5	2.314	0	0.00000	0.03494
sid1	sid172	84	0.7857	-1.80092e+02	5	2.285	0	0.00000	0.03465
sid1	sid173	60	0.6167	-1.53035e+02	5	1.671	3	0.62279	0.54243
sid1	sid174	97	0.8351	-1.91735e+02	5	3.907	0	0.00000	0.02939
sid1	sid175	110	0.9727	-1.62793e+02	4	0.082	0	0.00000	0.00000
sid1	sid176	92	0.8696	-1.78146e+02	5	2.098	0	0.00000	0.00540
sid1	sid177	82	0.8171	-1.77104e+02	5	3.465	0	0.00000	0.07144
sid1	sid178	104	0.8365	-1.91475e+02	4	0.237	0	0.00000	0.00000
sid1	sid179	41	0.0000	-1.01389e+02	3	0.034	0	1.00000	1.00000
sid1	sid180	113	0.9735	-1.66413e+02	4	0.074	0	0.00000	0.00000
sid1	sid181	41	0.0000	-1.01620e+02	3	0.034	0	1.00000	1.00000
sid1	sid182	107	0.9159	-1.71010e+02	4	0.081	0	0.00000	0.00000
sid1	sid183	106	0.9623	-1.61430e+02	4	0.089	0	0.00000	0.00000
sid1	sid184	89	0.8315	-1.83866e+02	5	0.896	0	0.00000	0.00005
sid1	sid185	112	0.9732	-1.63763e+02	4	0.074	0	0.00000	0.00000
sid1	sid186	84	0.8452	-1.77557e+02	5	1.869	0	0.00000	0.00400
sid1	sid187	98	0.8367	-1.77541e+02	5	0.199	0	0.00000	0.00000
sid1	sid188	99	0.8788	-1.66993e+02	4	0.448	0	0.00000	0.00000
sid1	sid189	103	0.8835	-1.70359e+02	4	0.033	0	0.00000	0.00000
sid1	sid190	107	0.9252	-1.73747e+02	4	0.008	0	0.00000	0.00000
sid1	sid191	104	0.8750	-1.71728e+02	4	0.034	0	0.00000	0.00000
sid1	sid192	89	0.8876	-1.65309e+02	4	0.537	0	0.00000	0.00000
sid1	sid193	73	0.5890	-1.97168e+02	5	7.778	19	0.44848	0.48019
sid1	sid194	106	0.9245	-1.74126e+02	4	0.008	0	0.00000	0.00000
sid1	sid195	102	0.8922	-1.74067e+02	4	0.202	0	0.00000	0.00000
sid1	sid196	95	0.9368	-1.62907e+02	4	0.112	0	0.00000	0.00000
sid1	sid197	95	0.9368	-1.62907e+02	4	0.112	0	0.00000	0.00000
sid1	sid198	104	0.8750	-1.71728e+02	4	0.034	0	0.00000	0.00000
sid1	sid199	86	0.8953	-1.65783e+02	4	0.038	0	0.00000	0.00000
sid1	sid200	93	0.8925	-1.67412e+02	4	0.307	0	0.00000	0.00000
sid1	sid201	107	0.9252	-1.73747e+02	4	0.008	0	0.00000	0.00000
sid1	sid202	92	0.8370	-1.72063e+02	5	0.101	0	0.00000	0.00000
sid1	sid203	98	0.8367	-1.77541e+02	5	0.199	0	0.00000	0.00000
sid1	sid204	98	0.8367	-1.78021e+02	5	0.197	0	0.00000	0.00000
sid1	sid205	91	0.9341	-1.59674e+02	4	0.115	0	0.00000	0.00001
sid1	sid206	98	0.9184	-1.69299e+02	4	0.013	0	0.00000	0.00000
sid1	sid207	103	0.8835	-1.75436e+02	4	0.208	0	0.00000	0.00000
sid1	sid208	103	0.8835	-1.75436e+02	4	0.208	0	0.00000	0.00000
sid1	sid209	41	0.0000	-1.01389e+02	3	0.034	0	1.00000	1.00000
sid1	sid210	63	0.6667	-1.55081e+02	3	0.873	1	0.41346	0.47500
sid1	sid211	102	0.9118	-1.63472e+02	4	0.130	0	0.00000	0.00000
sid1	sid212	42	0.0000	-1.01419e+02	3	0.032	0	1.00000	1.00000
sid1	sid213	41	0.0000	-1.00804e+02	3	0.034	0	1.00000	1.00000
sid1	sid214	42	0.0000	-1.01419e+02	3	0.032	0	1.00000	1.00000
sid1	sid215	42	0.0000	-1.01419e+02	3	0.032	0	1.00000	1.00000
sid1	sid216	102	0.9118	-1.66699e+02	4	0.139	0	0.00000	0.00000
sid1	sid217	90	0.7889	-1.79890e+02	5	2.739	1	0.04135	0.07926
sid1	sid218	108	0.9167	-1.72488e+02	4	0.078	0	0.00000	0.00000
sid1	sid219	103	0.9126	-1.65036e+02	4	0.129	0	0.00000	0.00000
sid1	sid220	112	0.9732	-1.63763e+02	4	0.074	0	0.00000	0.00000
sid1	sid221	108	0.9167	-1.73660e+02	4	0.081	0	0.00000	0.00000
sid1	sid222	103	0.9126	-1.65516e+02	4	0.128	0	0.00000	0.00000
sid1	sid223	106	0.9151	-1.70648e+02	4	0.081	0	0.00000	0.00000
sid1	sid224	92	0.8804	-1.68788e+02	5	3.231	0	0.00000	0.01207
sid1	sid225	112	0.9732	-1.63763e+02	4	0.074	0	0.00000	0.00000
sid1	sid226	63	0.6667	-1.55081e+02	3	0.873	1	0.41346	0.47500
sid1	sid227	108	0.9167	-1.72488e+02	4	0.078	0	0.00000	0.00000
sid1	sid228	87	0.8391	-1.80445e+02	5	3.826	0	0.00000	0.00846
sid1	sid229	42	0.0000	-1.01419e+02	3	0.032	0	1.00000	1.00000
sid1	sid230	41	0.0000	-1.01078e+02	3	0.034	0	1.00000	1.00000
sid1	sid231	108	0.9167	-1.72488e+02	4	0.078	0	0.00000	0.00000
sid1	sid232	63	0.6667	-1.55081e+02	3	0.873	1	0.41346	0.47500
sid1	sid233	63	0.6667	-1.55106e+02	3	0.851	1	0.41346	0.47473
sid1	sid234	89	0.8090	-1.74603e+02	5	0.427	0	0.00000	0.00003
sid1	sid235	103	0.9126	-1.65516e+02	4	0.128	0	0.00000	0.00000
sid1	sid236	101	0.8416	-1.81318e+02	4	0.102	0	0.00000	0.00000
sid1	sid237	91	0.8681	-1.74821e+02	4	0.029	0	0.00000	0.00000
sid1	sid238	89	0.8652	-1.75246e+02	4	0.030	0	0.00000	0.00000
sid1	sid239	98	0.8980	-1.81228e+02	4	0.015	0	0.00000	0.00000
sid1	sid240	101	0.9406	-1.74050e+02	5	0.282	0	0.00000	0.00002
sid1	sid241	93	0.8280	-1.87367e+02	5	2.646	0	0.00000	0.00088
sid1	sid242	93	0.8925	-1.67412e+02	4	0.307	0	0.00000	0.00000
sid1	sid243	80	0.8875	-1.60739e+02	5	1.699	0	0.00000	0.00089
sid1	sid244	100	0.8700	-1.88010e+02	4	0.237	0	0.00000	0.00000
sid1	sid245	75	0.8667	-1.67849e+02	4	0.074	0	0.00000	0.00000
sid1	sid246	77	0.6883	-1.97961e+02	5	4.782	3	0.06670	0.22033
sid1	sid247	91	0.8901	-1.74306e+02	5	0.351	0	0.00000	0.00136
sid1	sid248	93	0.8280	-1.83904e+02	5	2.488	0	0.00000	0.00071
sid1	sid249	90	0.8444	-1.81297e+02	5	3.697	0	0.00000	0.05372
sid1	sid250	94	0.8191	-1.97738e+02	5	2.068	0	0.00000	0.00065
sid1	sid251	132	0.8561	-2.41230e+02	3	0.025	0	0.00000	0.00000
sid1	sid252	93	0.9247	-1.71200e+02	4	0.146	0	0.00000	0.00000
sid1	sid253	103	0.8738	-1.82736e+02	4	0.039	0	0.00000	0.00000
sid1	sid254	99	0.8889	-1.71490e+02	4	0.030	0	0.00000	0.00000
sid1	sid255	84	0.8333	-1.70591e+02	5	1.496	0	0.00000	0.00014
sid1	sid256	104	0.8750	-1.71728e+02	4	0.034	0	0.00000	0.00000
sid1	sid257	64	0.4688	-1.79279e+02	5	4.800	10	0.60921	0.57402
sid1	sid258	101	0.8812	-1.68436e+02	5	0.055	0	0.00000	0.00000
sid1	sid259	104	0.8750	-1.71728e+02	4	0.034	0	0.00000	0.00000
sid1	sid260	102	0.8529	-1.71695e+02	5	0.830	0	0.00000	0.00004
sid1	sid261	103	0.8835	-1.75436e+02	4	0.208	0	0.00000	0.00000
sid1	sid262	102	0.8824	-1.74052e+02	4	0.209	0	0.00000	0.00000
sid1	sid263	98	0.8878	-1.65624e+02	4	0.439	0	0.00000	0.00000
sid1	sid264	94	0.9468	-1.61538e+02	4	0.088	0	0.00000	0.00000
sid1	sid265	92	0.9022	-1.66043e+02	4	0.278	0	0.00000	0.00000
sid1	sid266	103	0.8835	-1.75436e+02	4	0.208	0	0.00000	0.00000
sid1	sid267	102	0.8824	-1.74052e+02	4	0.209	0	0.00000	0.00000
sid1	sid268	99	0.8788	-1.71820e+02	4	0.033	0	0.00000	0.00000
sid1	sid269	112	0.9732	-1.63763e+02	4	0.074	0	0.00000	0.00000
sid1	sid270	99	0.8081	-1.85789e+02	5	2.482	0	0.00000	0.02892
sid1	sid271	103	0.8641	-1.71092e+02	4	0.410	0	0.00000	0.00000
sid1	sid272	105	0.8952	-1.74412e+02	4	0.010	0	0.00000	0.00000
sid1	sid273	103	0.8447	-1.79638e+02	5	2.291	0	0.00000	0.02554
sid1	sid274	110	0.9000	-1.78498e+02	4	0.129	0	0.00000	0.00001
sid1	sid275	42	0.0000	-1.01419e+02	3	0.032	0	1.00000	1.00000
sid1	sid276	105	0.8190	-1.82081e+02	4	0.053	0	0.00000	0.00000
sid1	sid277	105	0.8381	-1.78125e+02	4	0.054	0	0.00000	0.00000
sid1	sid278	95	0.9158	-1.62209e+02	5	0.016	0	0.00000	0.00526
sid1	sid279	104	0.9135	-1.75447e+02	4	0.302	0	0.00000	0.00000
sid1	sid280	105	0.8381	-1.78125e+02	4	0.054	0	0.00000	0.00000
sid1	sid281	97	0.8660	-1.75215e+02	5	1.342	0	0.00000	0.01066
sid1	sid282	104	0.8654	-1.71152e+02	4	0.408	0	0.00000	0.00000
sid1	sid283	97	0.8660	-1.74735e+02	5	1.343	0	0.00000	0.01067
sid1	sid284	104	0.9038	-1.72547e+02	3	0.009	0	0.00000	0.00000
sid1	sid285	101	0.8614	-1.74104e+02	4	0.082	0	0.00000	0.00000
sid1	sid286	95	0.9368	-1.62907e+02	4	0.112	0	0.00000	0.00000
sid1	sid287	97	0.8763	-1.72823e+02	4	0.121	0	0.00000	0.00001
sid1	sid288	84	0.7857	-1.78457e+02	5	4.259	0	0.00000	0.05090
sid1	sid289	86	0.7791	-1.87216e+02	5	1.743	0	0.08005	0.16832
sid1	sid290	92	0.8043	-1.82359e+02	5	1.895	0	0.00000	0.04998
sid1	sid291	87	0.8046	-1.81634e+02	5	1.833	0	0.00000	0.05315
sid1	sid292	90	0.8778	-1.69521e+02	4	0.161	0	0.00000	0.00000
sid1	sid293	92	0.8152	-1.81034e+02	5	1.870	0	0.00000	0.04974
sid1	sid294	92	0.8152	-1.81034e+02	5	1.870	0	0.00000	0.04974
sid1	sid295	105	0.8190	-1.86688e+02	5	1.861	0	0.00000	0.00054
sid1	sid296	95	0.9053	-1.65053e+02	4	0.137	0	0.00000	0.00000
sid1	sid297	100	0.8800	-1.74298e+02	5	0.285	0	0.00000	0.00007
sid1	sid298	98	0.8776	-1.72605e+02	5	0.286	0	0.00000	0.00008
sid1	sid299	89	0.8427	-1.71628e+02	5	3.545	0	0.00000	0.01661
sid1	sid300	91	0.8352	-1.73150e+02	5	3.472	0	0.00000	0.03675
sid1	sid301	99	0.8990	-1.70659e+02	5	0.527	0	0.00000	0.00004
sid1	sid302	134	0.8507	-2.43134e+02	3	0.027	0	0.00000	0.00000
sid1	sid303	90	0.8778	-1.71998e+02	5	0.061	0	0.00000	0.00232
sid1	sid304	91	0.8901	-1.65348e+02	5	1.307	0	0.00000	0.00033
sid1	sid305	87	0.8506	-1.67776e+02	5	2.706	0	0.00000	0.00248
sid1	sid306	87	0.8391	-1.70409e+02	5	3.673	0	0.00000	0.02536
sid1	sid307	90	0.8111	-1.82683e+02	5	3.571	1	0.01294	0.08852
sid1	sid308	95	0.8632	-1.69571e+02	4	0.313	0	0.00000	0.00000
sid1	sid309	104	0.9135	-1.66717e+02	4	0.110	0	0.00000	0.00000
sid1	sid310	88	0.8409	-1.80503e+02	5	3.811	0	0.00000	0.00841
sid1	sid311	107	0.9159	-1.69723e+02	4	0.082	0	0.00000	0.00000
sid1	sid312	93	0.9032	-1.65967e+02	5	0.800	0	0.00000	0.03745
sid1	sid313	96	0.8646	-1.69088e+02	4	0.314	0	0.00000	0.00000
sid1	sid314	94	0.8723	-1.72983e+02	5	0.014	0	0.00000	0.00269
sid1	sid315	92	0.8804	-1.72122e+02	5	0.011	0	0.00000	0.00201
sid1	sid316	95	0.9053	-1.65532e+02	4	0.126	0	0.00000	0.00000
sid1	sid317	92	0.8043	-1.82359e+02	5	1.895	0	0.00000	0.04998
sid1	sid318	59	0.6949	-1.56683e+02	3	0.689	0	0.38115	0.40769
sid1	sid319	103	0.9126	-1.70220e+02	4	0.057	0	0.00000	0.00000
sid1	sid320	89	0.8427	-1.69010e+02	5	1.535	0	0.00000	0.00021
sid1	sid321	107	0.9720	-1.65200e+02	4	0.081	0	0.00000	0.00000
sid1	sid322	107	0.8692	-1.73534e+02	4	0.069	0	0.00000	0.00000
sid1	sid323	92	0.8152	-1.81034e+02	5	1.870	0	0.00000	0.04974
sid1	sid324	96	0.8646	-1.69683e+02	4	0.189	0	0.00000	0.00000
sid1	sid325	95	0.9053	-1.65532e+02	4	0.126	0	0.00000	0.00000
sid2	sid3	106	0.9151	-1.77021e+02	4	0.058	0	0.00000	0.00000
sid2	sid4	89	0.7416	-2.06111e+02	5	2.247	0	0.08005	0.15099
sid2	sid5	119	0.8824	-1.92140e+02	3	0.005	0	0.00000	0.00000
sid2	sid6	104	0.8077	-1.91223e+02	4	0.227	0	0.00000	0.00000
sid2	sid7	117	0.8632	-1.90496e+02	4	0.055	0	0.00000	0.00000
sid2	sid8	94	0.9362	-1.64006e+02	4	0.114	0	0.00000	0.00000
sid2	sid9	114	0.8860	-1.83075e+02	4	0.016	0	0.00000	0.00000
